Position,Expression
0,0.0317918
0.010101,0.127697
0.020202,0.169169
0.030303,0.19178
0.040404,0.206603
0.0505051,0.21705
0.0606061,0.219988
0.0707071,0.216609
0.0808081,0.209992
0.0909091,0.205461
0.10101,0.194739
0.111111,0.185234
0.121212,0.177489
0.131313,0.173425
0.141414,0.168922
0.151515,0.167752
0.161616,0.16605
0.171717,0.164539
0.181818,0.165114
0.191919,0.165921
0.20202,0.1645
0.212121,0.165938
0.222222,0.162989
0.232323,0.164471
0.242424,0.165084
0.252525,0.166954
0.262626,0.166651
0.272727,0.166498
0.282828,0.16793
0.292929,0.17217
0.30303,0.177006
0.313131,0.181771
0.323232,0.186354
0.333333,0.191599
0.343434,0.194489
0.353535,0.197633
0.363636,0.203127
0.373737,0.207087
0.383838,0.211263
0.393939,0.215959
0.40404,0.220511
0.414141,0.224671
0.424242,0.227591
0.434343,0.231161
0.444444,0.233838
0.454545,0.23865
0.464646,0.242744
0.474747,0.246032
0.484848,0.248922
0.494949,0.252507
0.505051,0.25593
0.515152,0.258844
0.525253,0.263439
0.535354,0.265286
0.545455,0.268193
0.555556,0.27278
0.565657,0.273782
0.575758,0.283966
0.585859,0.294214
0.59596,0.303365
0.606061,0.310707
0.616162,0.322213
0.626263,0.330638
0.636364,0.34341
0.646465,0.350961
0.656566,0.36071
0.666667,0.374077
0.676768,0.387841
0.686869,0.397852
0.69697,0.409143
0.707071,0.423115
0.717172,0.432483
0.727273,0.44029
0.737374,0.449484
0.747475,0.462183
0.757576,0.47716
0.767677,0.491517
0.777778,0.501747
0.787879,0.517808
0.79798,0.540615
0.808081,0.559012
0.818182,0.58453
0.828283,0.608479
0.838384,0.629199
0.848485,0.654469
0.858586,0.684849
0.868687,0.720744
0.878788,0.750836
0.888889,0.769062
0.89899,0.791248
0.909091,0.82704
0.919192,0.88754
0.929293,0.926293
0.939394,0.938359
0.949495,0.948579
0.959596,0.950037
0.969697,0.951352
0.979798,0.912885
0.989899,0.756319
1,2.658e-07
